order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,product_name,category,launch_date,base_price,supplier_code,email,signup_date,gender,loyalty_tier,revenue,price_diff,discount_flag,discount_pct_vs_base,order_year,order_month,order_dow,is_delivered,is_delayed,is_cancelled
O174098,C00191,P0011,4,29.47,2025-07-06,cancelled,credit card,west,0.05,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,cameron18@hughes.org,2025-06-10,other,silver,117.88,18.39,True,0.004512635379061372,2025.0,7.0,6.0,False,False,True
O994508,C00490,P0019,4,38.16,2025-07-06,delayed,paypal,east,0.05,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,pittsedward@gmail.com,2024-11-16,male,silver,152.64,7.859999999999996,True,0.0016501650165016502,2025.0,7.0,6.0,False,True,False
O934833,C00259,P0019,5,40.4,2025-07-06,delayed,bank transfer,east,0.15,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,ledwards@yahoo.com,2025-06-25,femle,gold,202.0,10.099999999999998,True,0.0049504950495049506,2025.0,7.0,6.0,False,True,False
O237777,C00189,P0009,2,49.88,2025-07-06,delivered,credit card,east,0.15,Outdoors Product 13,outdoors,2025-04-18,8.0,s695,benjaminzimmerman@warren-bishop.com,2024-11-27,male,bronze,99.76,41.88,True,0.01875,2025.0,7.0,6.0,True,False,False
O520929,C00388,P0004,3,31.5,2025-07-06,cancelled,credit card,west,0.0,Kitchen Product 82,kitchen,2025-04-19,9.13,s589,abbottdominique@yahoo.com,2024-09-23,male,gold,94.5,22.369999999999997,False,0.0,2025.0,7.0,6.0,False,False,True
O127255,C00118,P0028,3,40.92,2025-07-06,delivered,credit card,north,0.0,Outdoors Product 53,outdoors,2025-04-10,34.28,s587,patrickweeks@hotmail.com,2025-04-21,male,silver,122.76,6.640000000000001,False,0.0,2025.0,7.0,6.0,True,False,False
O124099,C00002,P0029,4,10.19,2025-07-06,delayed,paypal,central,0.0,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,jpeterson@bernard.com,2024-08-11,female,gold,40.76,-13.22,False,0.0,2025.0,7.0,6.0,False,True,False
O821166,C00297,P0013,2,21.51,2025-07-06,delivered,credit card,central,0.0,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,trussell@yahoo.com,2024-09-15,other,silver,43.02,-15.010000000000002,False,0.0,2025.0,7.0,6.0,True,False,False
O558160,C00436,P0011,3,49.68,2025-07-06,delivered,credit card,west,0.0,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,lbanks@hotmail.com,2025-02-09,femle,gold,149.04,38.6,False,0.0,2025.0,7.0,6.0,True,False,False
O530112,C00140,P0026,3,35.25,2025-07-06,cancelled,bank transfer,south,0.1,Storage Product 50,storage,2025-02-08,27.06,s952,maria47@yahoo.com,2025-04-21,female,silver,105.75,8.190000000000001,True,0.0036954915003695496,2025.0,7.0,6.0,False,False,True
O789327,C00107,P0001,5,33.92,2025-07-06,delayed,credit card,central,0.15,Storage Product 39,storage,2025-03-11,15.88,s339,mkim@gmail.com,2025-06-16,femle,silver,169.60000000000002,18.04,True,0.009445843828715364,2025.0,7.0,6.0,False,True,False
O520041,C00396,P0020,2,25.53,2025-07-06,delivered,credit card,east,0.0,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,middletondarren@lynch.com,2024-08-21,male,gold,51.06,-4.739999999999998,False,0.0,2025.0,7.0,6.0,True,False,False
O812856,C00178,P0011,5,28.67,2025-07-06,delayed,credit card,south,0.05,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,darius05@gmail.com,2025-05-13,female,silver,143.35000000000002,17.590000000000003,True,0.004512635379061372,2025.0,7.0,6.0,False,True,False
O405877,C00246,P0028,4,30.96,2025-07-06,cancelled,credit card,west,0.0,Outdoors Product 53,outdoors,2025-04-10,34.28,s587,brandywilliams@simpson-khan.info,2024-10-24,male,gold,123.84,-3.3200000000000003,False,0.0,2025.0,7.0,6.0,False,False,True
O129987,C00070,P0001,1,25.34,2025-07-06,delivered,credit card,west,0.15,Storage Product 39,storage,2025-03-11,15.88,s339,wwoods@molina-castaneda.biz,2025-01-31,male,gold,25.34,9.459999999999999,True,0.009445843828715364,2025.0,7.0,6.0,True,False,False
O780120,C00235,P0001,4,42.21,2025-07-06,delivered,paypal,south,0.1,Storage Product 39,storage,2025-03-11,15.88,s339,james84@weber.net,2024-08-11,other,silver,168.84,26.33,True,0.006297229219143577,2025.0,7.0,6.0,True,False,False
O670776,C00457,P0015,5,47.37,2025-07-06,delivered,paypal,east,0.15,Storage Product 10,storage,2024-08-08,39.21,s466,averyshane@stanton.com,2024-07-22,femle,gold,236.85,8.159999999999997,True,0.0038255547054322873,2025.0,7.0,6.0,True,False,False
O562749,C00149,P0004,2,16.5,2025-07-06,delivered,credit card,central,0.0,Kitchen Product 82,kitchen,2025-04-19,9.13,s589,antonio53@yahoo.com,2024-12-25,male,gold,33.0,7.369999999999999,False,0.0,2025.0,7.0,6.0,True,False,False
O219645,C00324,P0015,2,43.3,2025-07-06,delivered,bank transfer,central,0.05,Storage Product 10,storage,2024-08-08,39.21,s466,masonterri@davis.com,2024-11-15,female,gold,86.6,4.089999999999996,True,0.0012751849018107625,2025.0,7.0,6.0,True,False,False
O777494,C00384,P0011,1,39.37,2025-07-06,delivered,paypal,north,0.0,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,darlenebyrd@gmail.com,2025-01-28,female,bronze,39.37,28.29,False,0.0,2025.0,7.0,6.0,True,False,False
O237033,C00150,P0025,2,22.02,2025-07-06,delivered,credit card,north,0.15,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,cory58@howard.com,2025-05-31,female,bronze,44.04,6.779999999999999,True,0.00984251968503937,2025.0,7.0,6.0,True,False,False
O648757,C00421,P0013,4,47.71,2025-07-06,delivered,paypal,north,0.15,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,samantha10@gonzalez.info,2025-05-16,female,gold,190.84,11.189999999999998,True,0.0041073384446878415,2025.0,7.0,6.0,True,False,False
O647630,C00004,P0029,1,21.31,2025-07-06,delivered,credit card,east,0.15,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,yherrera@arnold.org,2025-06-14,female,gold,21.31,-2.1000000000000014,True,0.006407518154634771,2025.0,7.0,6.0,True,False,False
O651709,C00013,P0021,1,12.97,2025-07-06,delayed,credit card,central,0.2,Kitchen Product 70,kitchen,2024-09-28,20.23,s643,ddavis@hernandez.biz,2025-02-22,female,gold,12.97,-7.26,True,0.009886307464162136,2025.0,7.0,6.0,False,True,False
O544183,C00145,P0023,2,32.34,2025-07-06,delivered,credit card,west,0.15,Outdoors Product 32,outdoors,2025-01-18,36.04,s907,debra12@gmail.com,2024-07-20,male,brnze,64.68,-3.6999999999999957,True,0.004162042175360711,2025.0,7.0,6.0,True,False,False
O704629,C00075,P0011,4,16.78,2025-07-06,delayed,paypal,west,0.0,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,mary70@hotmail.com,2025-01-31,other,gold,67.12,5.700000000000001,False,0.0,2025.0,7.0,6.0,False,True,False
O207449,C00059,P0016,4,18.09,2025-07-06,delivered,bank transfer,west,0.15,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,cardenaskaren@hotmail.com,2024-11-03,female,bronze,72.36,-8.620000000000001,True,0.005615874204417821,2025.0,7.0,6.0,True,False,False
O873643,C00383,P0018,2,27.28,2025-07-06,delayed,credit card,central,0.1,Storage Product 37,storage,2024-07-18,6.08,s767,patrickcross@garcia.com,2024-08-28,femle,gold,54.56,21.200000000000003,True,0.01644736842105263,2025.0,7.0,6.0,False,True,False
O252666,C00286,P0006,2,45.68,2025-07-06,delayed,credit card,north,0.0,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,iwhite@hotmail.com,2025-04-15,femle,bronze,91.36,9.619999999999997,False,0.0,2025.0,7.0,6.0,False,True,False
O128974,C00061,P0014,2,24.23,2025-07-06,cancelled,credit card,south,0.1,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,psnyder@douglas.com,2025-05-04,femle,gold,48.46,11.01,True,0.007564296520423601,2025.0,7.0,6.0,False,False,True
O862195,C00434,P0014,3,45.33,2025-07-06,delayed,paypal,north,0.05,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,brendastark@mathis.com,2024-11-28,male,gold,135.99,32.11,True,0.0037821482602118004,2025.0,7.0,6.0,False,True,False
O366703,C00097,P0002,3,31.25,2025-07-06,delivered,bank transfer,west,0.0,Cleaning Product 82,cleaning,2024-08-18,34.23,s974,dpeterson@yahoo.com,2025-07-06,female,silver,93.75,-2.979999999999997,False,0.0,2025.0,7.0,6.0,True,False,False
O471539,C00382,P0006,5,43.62,2025-07-06,delayed,credit card,west,0.15,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,mcneilrobert@gmail.com,2025-01-07,female,gold,218.1,7.559999999999995,True,0.004159733777038269,2025.0,7.0,6.0,False,True,False
O804552,C00184,P0027,3,31.04,2025-07-06,delivered,credit card,east,0.15,Outdoors Product 55,outdoors,2024-09-21,23.05,s127,edward17@yahoo.com,2025-03-08,femle,silver,93.12,7.989999999999998,True,0.006507592190889371,2025.0,7.0,6.0,True,False,False
O357272,C00056,P0008,2,31.77,2025-07-06,delivered,bank transfer,east,0.0,Storage Product 47,storage,2024-08-29,31.96,s788,christinaturner@hotmail.com,2025-05-25,male,bronze,63.54,-0.19000000000000128,False,0.0,2025.0,7.0,6.0,True,False,False
O774563,C00424,P0016,5,14.15,2025-07-06,delayed,paypal,east,0.05,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,jason24@griffin-hernandez.org,2025-03-03,other,silver,70.75,-12.56,True,0.0018719580681392737,2025.0,7.0,6.0,False,True,False
O934656,C00289,P0001,5,37.49,2025-07-06,delivered,bank transfer,east,0.05,Storage Product 39,storage,2025-03-11,15.88,s339,avilatiffany@nunez-stephens.net,2024-11-30,female,gold,187.45000000000002,21.61,True,0.0031486146095717885,2025.0,7.0,6.0,True,False,False
O526816,C00146,P0029,1,29.25,2025-07-06,delayed,paypal,central,0.0,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,pwilson@hotmail.com,2024-08-27,female,silver,29.25,5.84,False,0.0,2025.0,7.0,6.0,False,True,False
O620883,C00018,P0029,2,31.05,2025-07-06,delayed,credit card,west,0.15,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,john39@gmail.com,2024-08-08,female,bronze,62.1,7.640000000000001,True,0.006407518154634771,2025.0,7.0,6.0,False,True,False
O234459,C00436,P0020,1,43.13,2025-07-06,delayed,paypal,east,0.0,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,lbanks@hotmail.com,2025-02-09,femle,gold,43.13,12.860000000000003,False,0.0,2025.0,7.0,6.0,False,True,False
O508819,C00338,P0003,3,10.22,2025-07-06,delivered,credit card,north,0.2,Cleaning Product 85,cleaning,2024-07-15,7.92,s745,markramirez@yahoo.com,2024-11-24,male,gold,30.660000000000004,2.3000000000000007,True,0.025252525252525256,2025.0,7.0,6.0,True,False,False
O803369,C00025,P0025,3,19.25,2025-07-06,delivered,paypal,west,0.05,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,dshields@hotmail.com,2025-03-16,femle,gold,57.75,4.01,True,0.0032808398950131233,2025.0,7.0,6.0,True,False,False
O210647,C00474,P0017,3,26.97,2025-07-06,delivered,bank transfer,north,0.0,Personal Care Product 11,personal care,2024-12-16,16.46,s594,frank41@yahoo.com,2024-07-16,femle,bronze,80.91,10.509999999999998,False,0.0,2025.0,7.0,6.0,True,False,False
O935826,C00349,P0003,3,47.14,2025-07-06,cancelled,credit card,west,0.2,Cleaning Product 85,cleaning,2024-07-15,7.92,s745,thomas77@yahoo.com,2024-08-01,female,gold,141.42000000000002,39.22,True,0.025252525252525256,2025.0,7.0,6.0,False,False,True
O689778,C00050,P0012,2,40.78,2025-07-06,delivered,credit card,south,0.2,Cleaning Product 29,cleaning,2025-04-19,14.67,s481,sheila14@gmail.com,2025-02-16,femle,bronze,81.56,26.11,True,0.013633265167007498,2025.0,7.0,6.0,True,False,False
O613412,C00153,P0013,3,43.99,2025-07-06,delayed,credit card,north,0.15,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,markhernandez@smith.com,2025-01-31,male,gold,131.97,7.469999999999999,True,0.0041073384446878415,2025.0,7.0,6.0,False,True,False
O553182,C00431,P0010,2,45.29,2025-07-06,delayed,bank transfer,south,0.2,Cleaning Product 70,cleaning,2024-08-14,17.72,s321,stacey92@vaughan.info,2025-02-01,female,gold,90.58,27.57,True,0.011286681715575623,2025.0,7.0,6.0,False,True,False
O713835,C00400,P0014,4,16.96,2025-07-06,delayed,credit card,south,0.05,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,brian92@yahoo.com,2024-09-05,male,gold,67.84,3.74,True,0.0037821482602118004,2025.0,7.0,6.0,False,True,False
O288328,C00109,P0001,4,36.4,2025-07-06,delayed,credit card,north,0.0,Storage Product 39,storage,2025-03-11,15.88,s339,barbara27@pearson.org,2024-12-22,other,bronze,145.6,20.519999999999996,False,0.0,2025.0,7.0,6.0,False,True,False
O715915,C00327,P0006,5,42.03,,cancelled,bank transfer,central,0.0,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,bartonkenneth@gmail.com,2025-04-08,male,bronze,210.15,5.969999999999999,False,0.0,,,,False,False,True
O704671,C00485,P0030,4,18.25,2025-07-06,cancelled,credit card,east,0.1,Cleaning Product 72,cleaning,2025-04-04,9.77,s455,marywalter@gmail.com,2024-10-28,male,bronze,73.0,8.48,True,0.01023541453428864,2025.0,7.0,6.0,False,False,True
O918997,C00179,P0015,2,40.85,2025-07-06,delivered,credit card,east,0.0,Storage Product 10,storage,2024-08-08,39.21,s466,christopher13@yahoo.com,2025-02-19,femle,gold,81.7,1.6400000000000006,False,0.0,2025.0,7.0,6.0,True,False,False
O993816,C00372,P0015,3,35.97,2025-07-06,delayed,credit card,south,0.0,Storage Product 10,storage,2024-08-08,39.21,s466,,,,,107.91,-3.240000000000002,False,0.0,2025.0,7.0,6.0,False,True,False
O172437,C00497,P0007,3,49.03,2025-07-06,cancelled,bank transfer,south,0.2,Personal Care Product 64,personal care,2024-09-30,33.63,s379,cameronwilliams@yahoo.com,2024-12-30,nan,gold,147.09,15.399999999999999,True,0.005947071067499256,2025.0,7.0,6.0,False,False,True
O820253,C00011,P0012,3,29.74,2025-07-06,delivered,credit card,central,0.05,Cleaning Product 29,cleaning,2025-04-19,14.67,s481,pfoster@thomas-taylor.net,2025-01-31,other,silver,89.22,15.069999999999999,True,0.0034083162917518746,2025.0,7.0,6.0,True,False,False
O345973,C00439,P0007,2,14.74,2025-07-06,delivered,paypal,central,0.05,Personal Care Product 64,personal care,2024-09-30,33.63,s379,whitelucas@hotmail.com,2024-09-29,other,bronze,29.48,-18.89,True,0.001486767766874814,2025.0,7.0,6.0,True,False,False
O912757,C00248,P0025,1,29.3,2025-07-06,delayed,nan,east,0.05,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,angela16@cole.org,2025-03-27,female,gold,29.3,14.06,True,0.0032808398950131233,2025.0,7.0,6.0,False,True,False
O366447,C00410,P0023,4,17.36,2025-07-06,delayed,bank transfer,north,0.1,Outdoors Product 32,outdoors,2025-01-18,36.04,s907,kaufmandouglas@yahoo.com,2024-08-11,female,silver,69.44,-18.68,True,0.0027746947835738073,2025.0,7.0,6.0,False,True,False
O363324,C00016,P0009,5,27.16,2025-07-06,delayed,credit card,north,0.05,Outdoors Product 13,outdoors,2025-04-18,8.0,s695,williamrodriguez@hotmail.com,2024-10-29,other,gld,135.8,19.16,True,0.00625,2025.0,7.0,6.0,False,True,False
O151706,C00032,P0011,5,43.37,2025-07-06,delayed,bank transfer,north,0.2,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,brian97@calhoun.net,2024-08-06,female,gold,216.85,32.29,True,0.018050541516245487,2025.0,7.0,6.0,False,True,False
O786607,C00447,P0006,5,27.94,2025-07-06,delivered,bank transfer,north,0.05,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,brianrivera@gmail.com,2024-12-11,female,silver,139.70000000000002,-8.120000000000001,True,0.0013865779256794233,2025.0,7.0,6.0,True,False,False
O156068,C00264,P0002,1,9.81,2025-07-06,delayed,paypal,north,0.15,Cleaning Product 82,cleaning,2024-08-18,34.23,s974,stephanie15@douglas-burgess.com,2024-09-22,femle,bronze,9.81,-24.419999999999995,True,0.0043821209465381246,2025.0,7.0,6.0,False,True,False
O305019,C00262,P0019,4,29.64,2025-07-06,delayed,credit card,central,0.0,Kitchen Product 42,kitchen,2024-07-17,30.3,s993,ann44@gmail.com,2025-02-13,female,gold,118.56,-0.6600000000000001,False,0.0,2025.0,7.0,6.0,False,True,False
O236527,C00056,P0029,4,35.73,2025-07-06,delayed,paypal,west,0.1,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,christinaturner@hotmail.com,2025-05-25,male,bronze,142.92,12.319999999999997,True,0.004271678769756515,2025.0,7.0,6.0,False,True,False
O285283,C00353,P0006,3,45.28,2025-07-06,delayed,paypal,north,0.1,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,yvargas@bush.com,2025-04-24,other,gold,135.84,9.219999999999999,True,0.0027731558513588465,2025.0,7.0,6.0,False,True,False
O553829,C00295,P0029,4,41.74,2025-07-06,delivered,bank transfer,east,0.1,Cleaning Product 69,cleaning,2025-03-15,23.41,s424,dturner@fry.biz,2025-02-06,other,bronze,166.96,18.330000000000002,True,0.004271678769756515,2025.0,7.0,6.0,True,False,False
O676664,C00213,P0013,5,32.49,2025-07-06,delivered,paypal,south,0.05,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,bradleygonzalez@gmail.com,2024-11-05,female,bronze,162.45000000000002,-4.030000000000001,True,0.0013691128148959474,2025.0,7.0,6.0,True,False,False
O837245,C00460,P0020,5,11.61,2025-07-06,delivered,credit card,north,0.0,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,melissa87@gmail.com,2025-05-07,other,gold,58.05,-18.66,False,0.0,2025.0,7.0,6.0,True,False,False
O527528,C00350,P0006,3,37.57,2025-07-06,delayed,bank transfer,south,0.1,Cleaning Product 16,cleaning,2024-10-09,36.06,s980,patrickdarin@yahoo.com,2025-03-14,female,silver,112.71000000000001,1.509999999999998,True,0.0027731558513588465,2025.0,7.0,6.0,False,True,False
O715358,C00143,P0025,3,36.05,2025-07-06,delivered,credit card,north,0.1,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,vrichardson@baker.com,2024-08-17,other,gold,108.14999999999999,20.809999999999995,True,0.006561679790026247,2025.0,7.0,6.0,True,False,False
O672386,C00161,P0017,1,32.5,2025-07-06,delayed,credit card,north,0.1,Personal Care Product 11,personal care,2024-12-16,16.46,s594,mcguiredanny@hotmail.com,2025-03-15,other,silver,32.5,16.04,True,0.006075334143377886,2025.0,7.0,6.0,False,True,False
O720995,C00320,P0008,2,15.03,2025-07-06,delivered,credit card,south,0.0,Storage Product 47,storage,2024-08-29,31.96,s788,christopherbruce@mueller.com,2025-06-18,female,bronze,30.06,-16.93,False,0.0,2025.0,7.0,6.0,True,False,False
O193168,C00330,P0016,4,33.58,2025-07-06,delayed,bank transfer,west,0.1,Cleaning Product 53,cleaning,2025-02-20,26.71,s715,ryanhawkins@russell.com,2025-02-22,other,bronze,134.32,6.869999999999997,True,0.0037439161362785474,2025.0,7.0,6.0,False,True,False
O805020,C00449,P0008,2,48.24,2025-07-06,delivered,bank transfer,north,0.2,Storage Product 47,storage,2024-08-29,31.96,s788,briansmith@gmail.com,2024-10-28,female,silver,96.48,16.28,True,0.006257822277847309,2025.0,7.0,6.0,True,False,False
O695243,C00082,P0023,4,25.0,2025-07-06,delayed,credit card,west,0.05,Outdoors Product 32,outdoors,2025-01-18,36.04,s907,ryangross@hotmail.com,2024-10-18,femle,gold,100.0,-11.04,True,0.0013873473917869036,2025.0,7.0,6.0,False,True,False
O894402,C00079,P0011,2,38.02,2025-07-06,delivered,bank transfer,central,0.1,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,vargasmaria@garcia.org,2025-05-14,female,bronze,76.04,26.940000000000005,True,0.009025270758122744,2025.0,7.0,6.0,True,False,False
O250741,C00348,P0008,1,35.05,2025-07-06,delayed,bank transfer,east,0.05,Storage Product 47,storage,2024-08-29,31.96,s788,robert11@thomas.com,2025-01-24,femle,gold,35.05,3.0899999999999963,True,0.0015644555694618273,2025.0,7.0,6.0,False,True,False
O583206,C00103,P0010,4,18.04,2025-07-06,delivered,paypal,east,0.05,Cleaning Product 70,cleaning,2024-08-14,17.72,s321,enorris@yahoo.com,2024-07-18,male,gold,72.16,0.3200000000000003,True,0.0028216704288939057,2025.0,7.0,6.0,True,False,False
O509145,C00322,P0017,5,23.37,2025-07-06,cancelled,paypal,south,0.2,Personal Care Product 11,personal care,2024-12-16,16.46,s594,sarahedwards@matthews.biz,2025-07-01,male,gold,116.85000000000001,6.91,True,0.012150668286755772,2025.0,7.0,6.0,False,False,True
O882733,C00131,P0014,4,25.14,2025-07-06,delayed,paypal,east,0.0,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,gregorylynch@harvey-allen.org,2024-08-30,male,gold,100.56,11.92,False,0.0,2025.0,7.0,6.0,False,True,False
O209681,C00037,P0007,2,38.18,2025-07-06,delayed,paypal,north,0.2,Personal Care Product 64,personal care,2024-09-30,33.63,s379,williamanderson@ibarra-suarez.com,2024-10-24,femle,gold,76.36,4.549999999999997,True,0.005947071067499256,2025.0,7.0,6.0,False,True,False
O404148,C00460,P0020,5,13.08,2025-07-06,cancelled,credit card,east,0.2,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,melissa87@gmail.com,2025-05-07,other,gold,65.4,-17.189999999999998,True,0.006607201850016518,2025.0,7.0,6.0,False,False,True
O480589,C00472,P0022,1,39.56,2025-07-06,delivered,credit card,south,0.05,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,joshuacolon@hotmail.com,2024-12-07,male,silver,39.56,19.790000000000003,True,0.0025290844714213456,2025.0,7.0,6.0,True,False,False
O312155,C00374,P0008,4,31.12,2025-07-06,delivered,paypal,north,0.2,Storage Product 47,storage,2024-08-29,31.96,s788,sreid@horn-flynn.biz,2024-09-28,female,gold,124.48,-0.8399999999999999,True,0.006257822277847309,2025.0,7.0,6.0,True,False,False
O923608,C00403,P0013,5,10.27,2025-07-06,cancelled,paypal,south,0.2,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,pwalker@moon-flores.com,2025-02-12,female,silver,51.349999999999994,-26.250000000000004,True,0.00547645125958379,2025.0,7.0,6.0,False,False,True
O343188,C00090,P0017,5,26.8,2025-07-06,delayed,credit card,east,0.15,Personal Care Product 11,personal care,2024-12-16,16.46,s594,kevinperkins@yahoo.com,2025-02-05,femle,nan,134.0,10.34,True,0.009113001215066828,2025.0,7.0,6.0,False,True,False
O218660,C00231,P0014,1,20.37,2025-07-06,delivered,paypal,north,0.15,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,jonesraymond@higgins.org,2024-08-03,male,silver,20.37,7.15,True,0.0113464447806354,2025.0,7.0,6.0,True,False,False
O675892,C00169,P0023,1,21.05,2025-07-06,delayed,credit card,north,0.0,Outdoors Product 32,outdoors,2025-01-18,36.04,s907,thomascynthia@gmail.com,2024-08-10,female,gold,21.05,-14.989999999999998,False,0.0,2025.0,7.0,6.0,False,True,False
O375721,C00110,P0002,3,33.16,2025-07-06,delayed,bank transfer,west,0.15,Cleaning Product 82,cleaning,2024-08-18,34.23,s974,harrisonricky@yahoo.com,2025-03-23,female,gold,99.47999999999999,-1.0700000000000003,True,0.0043821209465381246,2025.0,7.0,6.0,False,True,False
O438379,C00168,P0026,3,24.58,2025-07-06,delivered,paypal,south,0.0,Storage Product 50,storage,2025-02-08,27.06,s952,anthony44@bell-white.com,2025-02-10,female,bronze,73.74,-2.4800000000000004,False,0.0,2025.0,7.0,6.0,True,False,False
O796311,C00019,P0020,3,18.12,2025-07-06,delivered,credit card,central,0.15,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,spenceamanda@gmail.com,2024-08-24,femle,gold,54.36,-12.149999999999999,True,0.004955401387512388,2025.0,7.0,6.0,True,False,False
O896617,C00050,P0014,5,38.61,2025-07-06,delivered,paypal,central,0.05,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,sheila14@gmail.com,2025-02-16,femle,bronze,193.05,25.39,True,0.0037821482602118004,2025.0,7.0,6.0,True,False,False
O328722,C00267,P0014,3,19.26,2025-07-06,delayed,credit card,north,0.0,Outdoors Product 91,outdoors,2025-02-02,13.22,s876,edelgado@santos-avila.com,2024-11-07,male,bronze,57.78,6.040000000000001,False,0.0,2025.0,7.0,6.0,False,True,False
O225052,C00147,P0007,1,22.18,2025-07-06,delivered,credit card,west,0.0,Personal Care Product 64,personal care,2024-09-30,33.63,s379,vwatson@hotmail.com,2025-01-31,male,gold,22.18,-11.450000000000003,False,0.0,2025.0,7.0,6.0,True,False,False
O651817,C00143,P0022,2,18.45,2025-07-06,delayed,credit card,central,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,vrichardson@baker.com,2024-08-17,other,gold,36.9,-1.3200000000000003,False,0.0,2025.0,7.0,6.0,False,True,False
O481907,C00115,P0025,4,8.44,2025-07-06,delayed,credit card,north,0.15,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,dudleychelsea@mckinney.net,2024-07-11,male,bronze,33.76,-6.800000000000001,True,0.00984251968503937,2025.0,7.0,6.0,False,True,False
O807620,C00380,P0028,2,31.83,2025-07-06,delayed,credit card,central,0.0,Outdoors Product 53,outdoors,2025-04-10,34.28,s587,rubendavis@gmail.com,2024-07-06,male,gold,63.66,-2.450000000000003,False,0.0,2025.0,7.0,6.0,False,True,False
O720749,C00207,P0011,3,17.41,2025-07-06,cancelled,credit card,west,0.1,Kitchen Product 53,kitchen,2025-03-25,11.08,s645,copelandvincent@smith.com,2024-10-27,femle,gold,52.230000000000004,6.33,True,0.009025270758122744,2025.0,7.0,6.0,False,False,True
O842017,C00078,P0013,4,19.32,2025-07-06,delayed,paypal,north,0.1,Cleaning Product 94,cleaning,2025-06-17,36.52,s914,tamirodriguez@hickman.biz,2024-12-07,male,gold,77.28,-17.200000000000003,True,0.002738225629791895,2025.0,7.0,6.0,False,True,False
O605680,C00066,P0020,2,10.14,2025-07-06,delayed,bank transfer,west,0.0,Cleaning Product 40,cleaning,2024-08-11,30.27,s492,katie87@allen.com,2024-10-19,other,gold,20.28,-20.13,False,0.0,2025.0,7.0,6.0,False,True,False
O606964,C00497,P0026,1,33.69,2025-07-06,delivered,bank transfer,central,0.1,Storage Product 50,storage,2025-02-08,27.06,s952,cameronwilliams@yahoo.com,2024-12-30,nan,gold,33.69,6.629999999999999,True,0.0036954915003695496,2025.0,7.0,6.0,True,False,False
O401865,C00190,P0025,2,44.43,2025-07-06,cancelled,bank transfer,south,0.0,Cleaning Product 84,cleaning,2024-07-16,15.24,s503,vortiz@hotmail.com,2025-02-23,male,gold,88.86,29.189999999999998,False,0.0,2025.0,7.0,6.0,False,False,True
O177474,C00311,P0022,2,24.61,2025-07-06,delayed,credit card,central,0.0,Cleaning Product 86,cleaning,2024-10-04,19.77,s924,sabrinaweaver@hotmail.com,2024-07-28,male,gold,49.22,4.84,False,0.0,2025.0,7.0,6.0,False,True,False
O477765,C00251,P0018,3,36.04,2025-07-06,cancelled,paypal,east,0.05,Storage Product 37,storage,2024-07-18,6.08,s767,ghernandez@gmail.com,2024-11-10,male,gold,108.12,29.96,True,0.008223684210526315,2025.0,7.0,6.0,False,False,True
